#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
151,Evan Mobley,CLE,5,32.8,17.8,6.6,12.0,0.55,1.0,3.0,0.333,3.6,5.6,0.643,2.4,7.0,9.4,3.6,0.8,1.2,3.0,2.2
152,Pascal Siakam,IND,5,32.1,22.8,8.8,16.6,0.53,1.6,5.2,0.308,3.6,4.4,0.818,1.4,4.8,6.2,3.4,0.8,0.2,2.0,2.0
153,Richaun Holmes,WAS,5,20.7,13.2,5.2,8.0,0.65,0.0,0.0,0.0,2.8,3.0,0.933,2.8,5.4,8.2,2.6,0.8,0.2,0.6,2.2
154,John Collins,UTA,5,32.4,24.4,9.6,18.0,0.533,1.8,6.4,0.281,3.4,5.0,0.68,2.2,5.6,7.8,1.0,0.8,0.4,1.8,2.4
155,Devin Booker,PHX,5,40.0,24.0,8.4,17.4,0.483,2.2,6.6,0.333,5.0,6.4,0.781,0.8,4.4,5.2,6.2,0.8,0.0,3.4,3.4
156,Zach Collins,CHI,5,24.8,12.8,5.0,8.2,0.61,1.4,3.2,0.438,1.4,1.6,0.875,2.2,6.4,8.6,2.6,0.8,0.6,1.6,2.8
157,Mikal Bridges,NYK,5,39.1,18.2,7.4,12.8,0.578,0.8,2.8,0.286,2.6,2.8,0.929,1.0,2.6,3.6,4.8,0.8,0.6,1.8,2.4
158,Payton Pritchard,BOS,5,29.7,16.2,5.4,11.8,0.458,3.8,9.0,0.422,1.6,1.6,1.0,1.6,2.0,3.6,3.4,0.8,0.4,0.2,1.2
159,Jaden Ivey,DET,5,27.9,19.2,7.4,12.4,0.597,3.2,5.2,0.615,1.2,1.6,0.75,1.6,2.6,4.2,3.0,0.8,0.2,2.8,1.2
160,Orlando Robinson,TOR,5,26.3,10.8,4.0,9.2,0.435,0.8,1.6,0.5,2.0,2.4,0.833,4.2,4.2,8.4,3.0,0.8,1.0,1.6,2.2
161,Nicolas Claxton,BRK,5,30.3,8.6,4.2,6.8,0.618,0.0,0.2,0.0,0.2,0.8,0.25,2.0,4.4,6.4,4.2,0.8,1.4,1.2,2.8
162,Trey Murphy III,NOP,5,35.1,21.2,7.6,15.8,0.481,1.8,6.8,0.265,4.2,5.0,0.84,1.4,3.6,5.0,2.4,0.8,1.0,2.6,1.8
163,Keyonte George,UTA,5,29.8,17.6,5.2,14.6,0.356,2.4,7.6,0.316,4.8,6.2,0.774,0.4,4.0,4.4,5.8,0.8,0.0,2.2,1.2
164,Adem Bona,PHL,5,19.3,9.2,4.0,6.0,0.667,0.0,0.0,0.0,1.2,1.6,0.75,2.8,3.0,5.8,1.0,0.8,1.8,0.8,1.2
165,Malik Monk,SAC,5,30.7,15.2,5.8,13.4,0.433,2.0,6.0,0.333,1.6,2.0,0.8,0.4,3.6,4.0,6.2,0.8,0.4,3.0,1.4
166,Jeff Dowtin,PHL,5,19.0,12.4,4.6,6.8,0.676,2.0,3.0,0.667,1.2,1.8,0.667,0.6,1.4,2.0,2.2,0.8,0.2,0.2,0.6
167,Kelly Olynyk,NOP,5,25.9,11.4,4.0,8.0,0.5,1.0,2.2,0.455,2.4,3.4,0.706,1.6,4.0,5.6,3.6,0.8,0.8,1.6,2.8
168,Killian Hayes,BRK,5,28.2,9.8,3.2,7.4,0.432,1.6,3.6,0.444,1.8,2.0,0.9,1.0,2.4,3.4,5.6,0.8,0.6,1.8,2.0
169,Lauri Markkanen,UTA,5,32.0,18.8,6.8,16.2,0.42,3.0,8.4,0.357,2.2,2.2,1.0,1.6,4.6,6.2,0.4,0.8,0.0,1.2,1.4
170,Kel'el Ware,MIA,5,25.1,6.6,2.8,5.4,0.519,0.0,1.0,0.0,1.0,1.2,0.833,2.0,6.8,8.8,1.0,0.8,1.8,1.6,2.2
171,Dennis Schroder,DET,5,23.3,12.4,4.6,10.2,0.451,1.6,4.8,0.333,1.6,2.2,0.727,0.4,2.4,2.8,4.6,0.8,0.4,0.8,2.6
172,Bismack Biyombo,SAS,5,19.3,7.0,3.2,4.4,0.727,0.0,0.0,0.0,0.6,1.6,0.375,2.0,4.6,6.6,1.0,0.8,1.0,1.0,1.8
