#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
13,Shai Gilgeous-Alexander,OKC,10,36.1,35.6,11.9,21.8,0.546,2.8,6.4,0.438,9.0,9.9,0.909,1.1,4.3,5.4,6.8,1.3,1.1,2.8,2.5
14,Darius Garland,CLE,10,31.0,17.2,5.9,15.9,0.371,2.3,7.9,0.291,3.1,3.4,0.912,0.6,2.3,2.9,6.8,1.5,0.0,1.8,1.6
15,Draymond Green,GOS,10,30.4,12.3,4.1,9.1,0.451,1.1,3.1,0.355,3.0,3.8,0.789,1.4,5.9,7.3,6.7,1.8,0.4,2.5,3.2
16,Isaiah Collier,UTA,10,28.8,10.5,3.5,8.4,0.417,0.5,2.1,0.238,3.0,4.5,0.667,0.4,2.9,3.3,6.7,1.0,0.2,3.5,2.2
17,Giannis Antetokounmpo,MIL,10,32.0,27.5,10.7,18.8,0.569,0.2,1.0,0.2,5.9,8.6,0.686,2.7,10.3,13.0,6.6,0.9,0.7,2.3,2.0
18,Tyler Herro,MIA,10,36.1,23.7,8.7,20.1,0.433,2.4,8.2,0.293,3.9,4.5,0.867,0.5,4.3,4.8,6.6,1.1,0.6,1.9,0.7
19,Dejounte Murray,NOP,10,31.3,20.0,6.5,16.1,0.404,2.4,6.4,0.375,4.6,5.5,0.836,0.6,6.4,7.0,6.6,1.1,0.2,2.6,1.5
20,De'Aaron Fox,SAS,10,33.2,17.4,6.6,16.3,0.405,1.4,6.0,0.233,2.8,3.2,0.875,0.6,3.6,4.2,6.5,1.0,0.3,2.6,2.2
21,LeBron James,LAL,10,36.6,28.3,10.7,20.5,0.522,2.5,7.3,0.342,4.4,5.4,0.815,1.7,8.8,10.5,6.4,1.0,1.1,4.2,1.6
22,Stephen Curry,GOS,10,32.0,28.6,9.0,17.7,0.508,4.8,11.1,0.432,5.8,6.0,0.967,0.6,3.2,3.8,6.4,1.2,0.2,2.9,1.8
23,Jalen Williams,OKC,10,32.6,22.8,7.8,16.4,0.476,2.6,5.9,0.441,4.6,5.4,0.852,0.8,4.6,5.4,6.3,1.3,0.8,2.0,2.2
24,Jamal Murray,DEN,10,38.1,21.8,7.5,16.5,0.455,2.7,6.3,0.429,4.1,4.3,0.953,0.8,2.4,3.2,6.2,1.4,0.2,1.7,1.9
25,LaMelo Ball,CHA,10,28.7,17.6,5.6,17.0,0.329,2.8,9.4,0.298,3.6,4.0,0.9,1.2,3.9,5.1,6.2,0.8,0.3,3.0,3.1
26,Malik Monk,SAC,10,33.9,15.4,5.9,14.6,0.404,1.8,6.3,0.286,1.8,2.3,0.783,0.6,3.1,3.7,6.2,0.8,0.8,3.1,2.2
27,DeMar DeRozan,SAC,10,35.6,23.4,8.0,16.7,0.479,1.4,3.9,0.359,6.0,6.4,0.938,1.1,3.8,4.9,6.1,0.7,0.1,1.5,1.9
28,Desmond Bane,MEM,10,36.1,20.6,7.2,16.3,0.442,1.7,5.8,0.293,4.5,4.8,0.938,1.1,6.9,8.0,6.0,1.3,0.6,2.2,2.4
29,Jimmy Butler III,GOS,10,31.1,15.0,4.5,9.8,0.459,0.4,1.8,0.222,5.6,6.2,0.903,1.6,3.5,5.1,6.0,1.3,0.1,1.5,0.5
30,Keyonte George,UTA,10,31.2,18.3,5.6,14.8,0.378,3.1,8.3,0.373,4.0,5.5,0.727,0.3,4.2,4.5,6.0,0.7,0.1,2.5,1.0
31,Damian Lillard,MIL,10,35.1,23.9,7.6,16.3,0.466,3.2,9.0,0.356,5.5,5.9,0.932,0.3,4.0,4.3,5.9,1.4,0.0,2.3,1.2
32,Ben Simmons,LAC,10,22.4,6.1,2.6,4.9,0.531,0.0,0.0,0.0,0.9,1.2,0.75,1.1,4.1,5.2,5.9,1.0,0.5,1.1,2.7
33,Zion Williamson,NOP,10,29.2,23.9,9.9,16.7,0.593,0.0,0.1,0.0,4.1,6.3,0.651,2.5,4.7,7.2,5.8,1.1,0.8,2.8,2.0
34,Andrew Nembhard,IND,10,30.6,9.6,3.8,7.8,0.487,0.9,3.1,0.29,1.1,1.3,0.846,0.6,2.3,2.9,5.8,1.7,0.4,2.2,2.6
35,Brandon Ingram,NOP,10,33.5,20.3,7.7,17.7,0.435,2.3,6.2,0.371,2.6,3.1,0.839,0.7,4.3,5.0,5.7,0.9,0.6,4.5,2.2
36,R.J. Barrett,TOR,10,32.3,21.5,7.8,16.2,0.481,2.2,5.4,0.407,3.7,5.9,0.627,1.2,5.0,6.2,5.6,0.8,0.2,2.8,2.0
37,Tyrese Maxey,PHL,10,36.4,20.2,7.2,18.2,0.396,2.1,7.4,0.284,3.7,4.0,0.925,0.4,2.5,2.9,5.6,1.2,0.4,2.0,1.9
38,Amen Thompson,HOU,10,36.5,15.0,6.6,11.4,0.579,0.3,1.2,0.25,1.5,2.7,0.556,3.2,6.7,9.9,5.5,0.7,1.3,2.2,1.9
39,Julius Randle,MIN,10,30.0,18.8,6.8,13.6,0.5,1.3,4.6,0.283,3.9,4.5,0.867,2.5,4.3,6.8,5.5,0.9,0.2,2.5,2.3
40,Davion Mitchell,MIA,10,30.3,8.5,3.3,6.3,0.524,1.3,2.6,0.5,0.6,1.1,0.545,0.7,1.6,2.3,5.4,1.1,0.2,1.6,2.0
41,Anthony Edwards,MIN,10,34.8,25.9,8.2,18.0,0.456,3.5,9.7,0.361,6.0,7.5,0.8,0.6,6.0,6.6,5.2,0.9,0.3,2.3,1.7
42,Alperen Sengun,HOU,10,33.6,21.4,8.0,14.2,0.563,0.3,0.7,0.429,5.1,7.4,0.689,3.5,6.0,9.5,5.2,0.7,1.0,4.1,3.3
43,Derrick White,BOS,10,35.3,19.5,6.5,13.9,0.468,4.6,10.3,0.447,1.9,2.1,0.905,0.7,3.6,4.3,5.2,1.5,1.0,1.4,2.0
44,Killian Hayes,BRK,6,27.1,9.0,3.0,7.2,0.419,1.3,3.5,0.381,1.7,2.0,0.833,0.8,2.2,3.0,5.2,0.7,0.7,1.5,2.2
45,Josh Hart,NYK,10,39.2,13.4,4.8,10.9,0.44,1.0,3.3,0.303,2.8,3.7,0.757,1.9,8.5,10.4,5.1,0.8,0.4,2.9,2.5
46,Bradley Beal,PHX,10,33.5,19.6,7.5,13.5,0.556,1.4,3.9,0.359,3.2,3.5,0.914,0.7,3.0,3.7,5.1,0.7,0.2,1.8,2.5
47,Immanuel Quickley,TOR,10,30.9,20.0,6.5,15.1,0.43,3.0,7.8,0.385,4.0,5.0,0.8,0.4,4.1,4.5,5.1,0.6,0.1,1.5,2.3
48,Joel Embiid,PHL,10,32.2,26.0,7.9,17.3,0.457,1.2,3.9,0.308,9.0,10.7,0.841,2.3,6.9,9.2,5.0,0.8,1.0,3.4,2.0
49,Dyson Daniels,ATL,10,34.1,15.4,6.8,12.0,0.567,1.0,1.8,0.556,0.8,1.7,0.471,0.9,4.9,5.8,5.0,3.2,0.5,2.3,2.5
50,Collin Sexton,UTA,10,24.9,17.6,6.1,13.0,0.469,1.5,3.7,0.405,3.9,4.6,0.848,1.3,1.8,3.1,5.0,0.5,0.1,2.6,2.4
51,Tyus Jones,PHX,10,22.0,7.4,2.5,5.7,0.439,2.1,4.0,0.525,0.3,0.3,1.0,0.1,2.1,2.2,5.0,0.7,0.0,1.0,0.4
52,Dennis Schroder,DET,10,22.0,11.1,3.8,8.5,0.447,1.3,4.3,0.302,2.2,2.8,0.786,0.6,2.4,3.0,4.9,0.6,0.4,1.1,2.2
53,Domantas Sabonis,SAC,10,30.7,14.6,5.9,10.2,0.578,0.5,1.9,0.263,2.3,3.6,0.639,3.9,9.5,13.4,4.8,0.5,0.2,3.0,3.0
54,Jalen Green,HOU,10,32.5,19.2,6.8,16.4,0.415,3.1,8.2,0.378,2.5,3.1,0.806,0.3,5.0,5.3,4.8,0.9,0.1,2.5,1.3
55,Tre Jones,CHI,10,25.7,11.5,4.6,8.4,0.548,0.6,1.3,0.462,1.7,2.0,0.85,1.1,2.4,3.5,4.8,0.9,0.3,0.7,1.1
56,Malcolm Brogdon,WAS,10,21.3,10.6,3.4,8.6,0.395,0.2,1.6,0.125,3.6,3.9,0.923,0.8,2.6,3.4,4.8,0.5,0.1,1.2,0.6
57,Jose Alvarado,NOP,10,24.0,9.3,3.5,9.0,0.389,1.6,4.7,0.34,0.7,0.9,0.778,0.4,1.9,2.3,4.8,1.6,0.2,1.1,0.9
58,Scottie Barnes,TOR,10,32.0,17.5,6.5,15.3,0.425,0.7,3.1,0.226,3.8,4.7,0.809,2.5,5.5,8.0,4.7,1.5,1.0,2.4,1.3
59,C.J. McCollum,NOP,10,29.8,15.7,5.8,14.2,0.408,2.7,7.2,0.375,1.4,1.7,0.824,0.8,2.7,3.5,4.7,0.7,0.2,1.9,2.2
60,Ayo Dosunmu,CHI,10,30.0,12.1,4.9,9.7,0.505,1.2,4.1,0.293,1.1,1.4,0.786,0.3,2.5,2.8,4.7,1.3,0.3,2.3,2.4
61,Jared Butler,PHL,10,18.8,8.1,2.9,6.8,0.426,1.1,3.5,0.314,1.2,1.5,0.8,0.3,2.5,2.8,4.7,0.6,0.3,1.6,1.4
62,Bam Adebayo,MIA,10,36.9,21.5,8.1,15.0,0.54,1.0,3.1,0.323,4.3,5.1,0.843,2.0,7.5,9.5,4.6,1.8,0.2,1.9,2.0
63,Jaylen Brown,BOS,10,35.7,22.4,8.4,18.8,0.447,1.3,5.1,0.255,4.3,5.2,0.827,1.5,4.4,5.9,4.6,1.7,0.5,3.0,2.4
64,Kevin Durant,PHX,10,39.4,25.0,8.9,17.9,0.497,2.9,6.8,0.426,4.3,5.1,0.843,0.4,6.2,6.6,4.5,1.0,1.1,3.3,1.7
65,Donovan Mitchell,CLE,10,30.9,25.2,7.8,18.1,0.431,2.6,7.9,0.329,7.0,8.9,0.787,1.2,3.2,4.4,4.5,0.7,0.2,2.5,1.7
66,Fred VanVleet,HOU,10,34.0,11.6,3.8,10.4,0.365,3.0,7.9,0.38,1.0,1.1,0.909,0.4,2.8,3.2,4.5,1.7,0.1,1.6,2.2
67,T.J. McConnell,IND,10,15.1,7.7,3.3,6.2,0.532,0.5,1.0,0.5,0.6,0.7,0.857,0.3,1.0,1.3,4.5,1.1,0.3,0.8,0.7
68,Donte DiVincenzo,MIN,10,28.3,15.6,5.3,11.6,0.457,4.1,8.7,0.471,0.9,1.4,0.643,0.9,3.5,4.4,4.4,1.3,0.4,0.9,2.3
69,Cam Thomas,BRK,10,27.3,23.6,7.9,19.0,0.416,2.6,8.6,0.302,5.2,5.8,0.897,0.9,2.4,3.3,4.4,0.3,0.1,1.6,1.4
70,Mikal Bridges,NYK,10,35.6,16.7,7.0,13.3,0.526,1.2,4.1,0.293,1.5,1.8,0.833,0.7,2.0,2.7,4.4,0.8,0.6,1.2,1.7
71,Bub Carrington,WAS,10,28.6,10.7,3.9,10.2,0.382,1.6,5.3,0.302,1.3,1.5,0.867,0.7,3.5,4.2,4.4,0.7,0.3,1.9,2.3
72,Deni Avdija,POR,10,30.6,19.2,6.2,12.5,0.496,1.6,4.2,0.381,5.2,7.1,0.732,1.9,6.5,8.4,4.3,0.5,0.2,3.0,2.5
73,Scoot Henderson,POR,10,28.6,15.9,5.5,12.7,0.433,2.0,5.3,0.377,2.9,4.0,0.725,1.0,2.3,3.3,4.3,1.0,0.1,3.0,3.2
74,Jamal Shead,TOR,10,21.3,6.9,2.8,7.2,0.389,0.8,3.4,0.235,0.5,0.6,0.833,0.9,1.1,2.0,4.3,0.4,0.2,1.7,2.8
75,Herb Jones,NOP,10,32.4,8.4,3.1,7.5,0.413,0.8,2.8,0.286,1.4,1.6,0.875,1.1,2.9,4.0,4.2,1.9,0.5,1.7,3.7
76,D'Angelo Russell,BRK,10,24.1,11.7,4.2,11.0,0.382,1.7,6.7,0.254,1.6,2.3,0.696,0.3,2.0,2.3,4.2,0.9,0.6,2.2,2.3
77,Miles Bridges,CHA,10,34.8,26.6,9.4,20.0,0.47,3.0,7.9,0.38,4.8,5.5,0.873,1.3,7.3,8.6,4.1,0.5,1.2,2.8,1.6
78,Paolo Banchero,ORL,10,35.1,27.9,9.2,18.7,0.492,2.2,5.9,0.373,7.3,9.1,0.802,0.9,5.6,6.5,4.1,1.4,0.6,2.5,2.3
79,Santi Aldama,MEM,10,26.8,12.7,5.0,10.4,0.481,2.2,5.6,0.393,0.5,0.7,0.714,1.7,4.7,6.4,4.1,0.7,0.6,0.6,1.2
80,Naji Marshall,DAL,10,32.4,16.9,6.4,14.0,0.457,1.0,5.2,0.192,3.1,3.6,0.861,1.6,5.7,7.3,4.1,1.6,0.1,2.5,1.4
81,Aaron Gordon,DEN,10,27.2,14.4,5.3,10.5,0.505,2.0,3.9,0.513,1.8,2.3,0.783,1.5,3.1,4.6,4.1,0.5,0.3,0.7,1.4
82,Austin Reaves,LAL,10,32.7,18.1,5.1,12.5,0.408,2.5,6.5,0.385,5.4,6.0,0.9,1.0,3.1,4.1,4.1,0.6,0.7,2.5,2.2
83,Khris Middleton,WAS,10,24.6,13.0,4.5,9.6,0.469,1.1,3.6,0.306,2.9,3.3,0.879,0.6,3.5,4.1,4.1,1.5,0.4,1.9,2.0
84,Kris Dunn,LAC,10,29.1,7.8,3.4,6.8,0.5,0.8,2.9,0.276,0.2,0.2,1.0,0.6,2.8,3.4,4.1,2.5,0.5,0.8,3.0
85,Jalen Johnson,ATL,10,32.9,16.7,6.8,13.7,0.496,0.5,2.7,0.185,2.6,3.5,0.743,1.8,7.9,9.7,4.0,2.0,0.6,2.1,1.6
86,Coby White,CHI,10,34.1,25.4,9.1,19.1,0.476,3.0,9.1,0.33,4.2,4.5,0.933,0.3,4.4,4.7,4.0,1.5,0.1,2.1,2.3
87,Anfernee Simons,POR,10,35.9,23.5,8.7,19.1,0.455,3.4,9.6,0.354,2.7,2.7,1.0,0.4,2.5,2.9,4.0,1.2,0.0,2.0,1.2
88,Mike Conley,MIN,10,23.1,8.6,2.8,5.4,0.519,1.9,3.9,0.487,1.1,1.1,1.0,0.4,1.8,2.2,4.0,1.0,0.2,1.0,2.2
89,Franz Wagner,ORL,10,36.0,22.5,9.1,19.2,0.474,1.1,4.3,0.256,3.2,3.7,0.865,0.8,4.3,5.1,3.9,1.3,0.4,2.1,2.8
90,Russell Westbrook,DEN,10,28.8,13.2,5.2,12.0,0.433,1.7,4.7,0.362,1.1,1.8,0.611,2.1,2.7,4.8,3.9,1.0,0.6,2.8,2.4
91,K.J. Simpson,CHA,10,27.8,10.6,3.9,10.8,0.361,1.0,4.2,0.238,1.8,2.0,0.9,1.4,2.6,4.0,3.9,0.8,0.2,1.9,1.7
92,Kyrie Irving,DAL,10,36.0,25.4,8.9,20.0,0.445,2.7,7.4,0.365,4.9,5.1,0.961,1.5,3.5,5.0,3.8,1.7,0.9,1.8,1.9
93,Brandon Miller,CHA,10,34.0,20.4,7.0,17.3,0.405,3.6,10.8,0.333,2.8,3.4,0.824,0.8,3.5,4.3,3.8,0.6,0.7,2.9,2.9
94,Spencer Dinwiddie,DAL,10,27.8,10.6,3.5,9.0,0.389,1.3,4.2,0.31,2.3,3.3,0.697,0.2,2.2,2.4,3.8,0.8,0.3,1.2,1.4
95,Damion Baugh,CHA,10,25.4,8.0,3.1,8.9,0.348,0.9,4.1,0.22,0.9,1.1,0.818,0.7,1.8,2.5,3.8,1.3,0.1,1.8,1.6
96,Quentin Grimes,PHL,10,32.5,21.1,7.9,15.3,0.516,2.8,6.9,0.406,2.5,3.3,0.758,1.0,3.6,4.6,3.7,1.8,0.7,2.8,2.1
97,Isaiah Hartenstein,OKC,10,25.7,11.1,4.9,7.9,0.62,0.0,0.2,0.0,1.3,1.6,0.813,1.9,6.2,8.1,3.7,0.8,0.5,1.0,3.3
98,Jordan Clarkson,UTA,10,29.1,17.8,6.0,15.2,0.395,3.3,8.4,0.393,2.5,3.1,0.806,0.8,2.2,3.0,3.7,1.0,0.1,1.5,1.4
99,Luke Kennard,MEM,10,24.3,11.2,4.4,8.0,0.55,1.6,4.0,0.4,0.8,0.9,0.889,0.5,2.0,2.5,3.7,0.9,0.2,1.0,1.0
100,Stephon Castle,SAS,10,26.6,16.8,6.3,13.9,0.453,1.4,5.0,0.28,2.8,4.4,0.636,1.7,2.5,4.2,3.7,1.0,0.0,2.0,3.2
101,Evan Mobley,CLE,10,31.2,18.7,7.0,12.4,0.565,1.1,3.5,0.314,3.6,5.1,0.706,2.8,7.3,10.1,3.6,0.8,1.6,2.8,1.8
102,Nicolas Claxton,BRK,10,29.9,11.0,4.9,8.4,0.583,0.0,0.2,0.0,1.2,2.0,0.6,2.3,4.8,7.1,3.6,0.7,1.8,1.1,2.8
103,Jordan Poole,WAS,10,29.6,21.7,7.1,16.4,0.433,3.5,9.7,0.361,4.0,4.3,0.93,0.5,3.6,4.1,3.6,1.3,0.3,2.3,3.0
104,Cole Anthony,ORL,10,26.4,12.7,4.5,10.6,0.425,1.8,3.8,0.474,1.9,2.0,0.95,1.2,3.4,4.6,3.6,0.8,1.0,1.7,3.0
105,Brandon Williams,DAL,10,19.9,11.1,3.9,7.4,0.527,1.4,3.3,0.424,1.9,2.2,0.864,0.2,2.1,2.3,3.6,1.1,0.2,1.1,1.2
106,Victor Wembanyama,SAS,10,33.5,23.6,8.6,17.6,0.489,2.6,7.5,0.347,3.8,4.7,0.809,1.8,10.1,11.9,3.5,1.3,3.2,2.5,2.6
107,Cameron Johnson,BRK,10,31.7,18.0,5.9,13.6,0.434,2.2,6.4,0.344,4.0,4.7,0.851,1.3,3.3,4.6,3.5,1.8,0.3,1.8,2.5
108,Paul George,PHL,10,34.1,14.2,5.4,12.1,0.446,2.0,6.2,0.323,1.4,1.8,0.778,0.4,4.5,4.9,3.5,2.1,0.8,2.3,2.3
109,Trendon Watford,BRK,10,20.1,8.6,3.1,7.9,0.392,0.5,2.0,0.25,1.9,2.6,0.731,1.6,2.8,4.4,3.5,0.8,0.1,2.5,2.1
110,Elfrid Payton,CHA,10,18.8,2.4,1.2,4.2,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,2.2,3.5,1.1,0.6,1.6,1.3
111,Devin Vassell,SAS,10,31.7,16.9,6.5,14.6,0.445,2.5,7.2,0.347,1.4,1.6,0.875,0.5,4.8,5.3,3.4,1.6,0.7,1.1,1.8
112,Jakob Poeltl,TOR,10,24.4,11.8,5.0,8.4,0.595,0.0,0.0,0.0,1.8,2.1,0.857,2.1,4.5,6.6,3.4,1.2,1.0,1.6,2.6
113,Kyshawn George,WAS,10,30.7,10.8,3.7,9.6,0.385,2.2,6.1,0.361,1.2,1.5,0.8,0.4,4.3,4.7,3.4,1.4,1.7,2.4,3.4
114,Max Christie,DAL,10,31.1,8.6,3.2,9.6,0.333,1.8,5.5,0.327,0.4,0.4,1.0,0.1,3.3,3.4,3.4,0.9,0.2,1.2,1.4
115,Jaden McDaniels,MIN,10,35.8,18.3,7.4,14.2,0.521,1.5,4.3,0.349,2.0,2.1,0.952,2.5,5.4,7.9,3.3,1.6,0.6,0.9,2.2
116,Trey Murphy III,NOP,10,35.2,19.5,6.9,15.8,0.437,2.3,7.9,0.291,3.4,3.9,0.872,1.2,3.5,4.7,3.3,0.9,1.0,2.7,1.8
117,Brandin Podziemski,GOS,10,27.0,12.5,5.0,11.9,0.42,1.5,5.0,0.3,1.0,1.1,0.909,1.1,4.3,5.4,3.3,1.3,0.5,1.2,1.4
118,Kelly Olynyk,NOP,10,25.3,10.1,3.5,8.0,0.438,0.8,2.5,0.32,2.3,3.0,0.767,2.1,5.1,7.2,3.3,0.6,0.5,1.6,3.1
119,Jaden Ivey,DET,10,27.5,15.6,5.7,12.4,0.46,2.5,5.5,0.455,1.7,2.2,0.773,1.2,2.3,3.5,3.3,0.9,0.2,2.6,1.4
120,Bogdan Bogdanovic,LAC,10,28.9,13.6,5.1,11.2,0.455,2.2,6.0,0.367,1.2,1.3,0.923,0.6,3.5,4.1,3.3,0.2,0.3,1.9,2.6
121,Miles McBride,NYK,10,27.2,8.7,3.2,8.6,0.372,1.6,4.7,0.34,0.7,1.1,0.636,0.6,2.2,2.8,3.3,1.2,0.5,0.6,2.0
122,Vasilije Micic,PHX,10,22.2,8.2,2.8,7.7,0.364,1.4,3.3,0.424,1.2,1.3,0.923,0.4,2.0,2.4,3.3,0.2,0.0,2.2,1.5
123,Anthony Davis,DAL,10,31.8,25.0,10.0,18.3,0.546,0.6,2.2,0.273,4.4,5.6,0.786,3.6,8.8,12.4,3.2,1.1,2.2,1.8,1.6
124,Kawhi Leonard,LAC,10,35.8,21.8,8.3,18.1,0.459,2.2,6.1,0.361,3.0,4.0,0.75,1.4,4.5,5.9,3.2,1.8,0.4,2.3,2.0
125,Shaedon Sharpe,POR,10,33.8,19.7,7.5,16.1,0.466,2.0,6.3,0.317,2.7,3.4,0.794,1.7,4.3,6.0,3.2,0.5,0.2,2.6,2.0
126,Max Strus,CLE,10,25.6,10.1,3.3,7.8,0.423,2.6,6.5,0.4,0.9,0.9,1.0,1.5,3.0,4.5,3.2,0.6,0.1,1.1,2.1
127,Jalen Suggs,ORL,10,25.1,16.8,6.1,15.1,0.404,1.9,6.4,0.297,2.7,3.4,0.794,0.9,3.4,4.3,3.2,1.4,1.0,3.2,3.0
128,Nikola Jovic,MIA,10,28.8,11.7,4.5,9.3,0.484,2.0,5.5,0.364,0.7,1.1,0.636,0.4,3.3,3.7,3.2,0.7,0.2,1.7,2.3
129,"Kevin Porter, Jr.",MIL,10,15.4,9.9,3.3,6.6,0.5,1.0,2.1,0.476,2.3,2.7,0.852,0.2,2.6,2.8,3.2,1.2,0.2,2.2,1.4
130,Zach LaVine,SAC,10,36.1,23.6,8.9,15.3,0.582,3.7,6.7,0.552,2.1,2.4,0.875,0.2,4.3,4.5,3.1,0.7,0.1,3.2,1.0
131,Dereck Lively II,DAL,10,24.0,9.6,4.4,6.3,0.698,0.0,0.0,0.0,0.8,1.0,0.8,3.4,4.8,8.2,3.1,0.5,1.8,1.1,3.0
132,Christian Braun,DEN,10,35.6,16.6,6.3,12.2,0.516,1.7,3.9,0.436,2.3,2.8,0.821,1.0,4.2,5.2,3.1,1.0,0.5,0.8,2.1
133,Bilal Coulibaly,WAS,10,31.1,11.0,4.2,9.9,0.424,0.9,3.3,0.273,1.7,2.6,0.654,1.9,2.7,4.6,3.1,1.2,0.5,2.3,2.2
134,"Scotty Pippen, Jr.",MEM,10,19.6,8.1,2.8,6.1,0.459,0.9,2.4,0.375,1.6,1.8,0.889,1.2,1.7,2.9,3.1,1.7,0.3,1.6,2.4
135,Jrue Holiday,BOS,10,29.6,7.7,3.1,7.8,0.397,1.0,4.1,0.244,0.5,0.5,1.0,1.3,2.9,4.2,3.1,1.2,0.3,1.3,1.9
136,P.J. Washington,DAL,10,31.0,15.6,5.5,12.9,0.426,1.8,4.4,0.409,2.8,3.9,0.718,2.0,7.2,9.2,3.0,1.0,1.5,2.1,2.6
137,Naz Reid,MIN,10,34.6,16.0,5.8,15.4,0.377,2.8,8.2,0.341,1.6,2.1,0.762,1.6,7.1,8.7,3.0,0.7,1.2,2.0,2.9
138,Andrew Wiggins,MIA,10,34.6,19.5,6.5,15.1,0.43,1.8,6.0,0.3,4.7,6.3,0.746,1.5,2.9,4.4,3.0,0.7,1.1,2.5,1.7
139,Jusuf Nurkic,CHA,10,17.2,6.8,2.6,5.7,0.456,0.2,1.9,0.105,1.4,2.2,0.636,2.0,5.5,7.5,3.0,1.0,0.8,1.4,2.0
140,Cason Wallace,OKC,10,27.8,10.7,4.1,8.0,0.513,1.4,3.9,0.359,1.1,1.2,0.917,0.7,2.6,3.3,3.0,1.6,0.5,1.2,2.4
141,Tre Mann,CHA,10,23.3,12.8,5.1,11.5,0.443,1.6,4.0,0.4,1.0,1.2,0.833,0.6,1.8,2.4,3.0,0.5,0.3,1.8,1.7
142,Pascal Siakam,IND,10,31.6,21.6,8.3,16.2,0.512,1.9,5.1,0.373,3.1,4.9,0.633,1.6,5.6,7.2,2.9,0.7,0.4,1.8,2.2
143,OG Anunoby,NYK,10,38.9,18.0,6.2,15.0,0.413,2.8,7.7,0.364,2.8,3.5,0.8,1.6,3.6,5.2,2.9,1.4,0.8,1.6,2.1
144,Payton Pritchard,BOS,10,28.3,13.9,4.8,10.2,0.471,3.4,8.0,0.425,0.9,0.9,1.0,1.2,2.1,3.3,2.9,0.8,0.3,0.5,1.1
145,Nikola Vucevic,CHI,10,30.1,13.6,5.6,12.3,0.455,1.3,3.8,0.342,1.1,1.5,0.733,1.7,7.5,9.2,2.9,0.5,0.4,2.2,2.4
146,Kyle Lowry,PHL,10,16.0,3.6,1.0,2.8,0.357,0.7,2.0,0.35,0.9,1.0,0.9,0.4,1.9,2.3,2.9,0.9,0.2,0.3,1.8
147,De'Anthony Melton,GOS,6,20.2,10.3,3.7,9.0,0.407,2.2,5.8,0.371,0.8,1.3,0.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0
148,Ivica Zubac,LAC,10,37.0,20.2,9.3,14.2,0.655,0.0,0.0,0.0,1.6,2.8,0.571,3.5,9.0,12.5,2.8,0.4,1.3,1.3,3.3
149,Zach Collins,CHI,10,27.2,13.6,5.0,8.6,0.581,1.1,3.1,0.355,2.5,2.9,0.862,3.2,6.5,9.7,2.8,0.9,0.8,1.5,2.9
