#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
31,Donovan Mitchell,CLE,60,31.2,24.2,8.4,18.6,0.451,3.5,9.0,0.384,4.0,4.9,0.819,0.7,3.6,4.3,4.8,1.3,0.2,2.1,2.0
32,Amen Thompson,HOU,60,32.5,14.0,5.5,10.0,0.553,0.3,1.3,0.256,2.6,3.8,0.693,2.8,5.6,8.3,3.6,1.3,1.3,2.1,2.3
33,Norman Powell,LAC,46,33.0,23.8,8.3,16.7,0.494,3.3,7.7,0.424,4.0,4.8,0.821,0.4,3.1,3.5,2.2,1.3,0.2,2.0,1.9
34,Bam Adebayo,MIA,63,34.5,17.7,6.8,14.0,0.488,0.8,2.7,0.31,3.2,4.3,0.754,2.5,7.5,10.0,4.4,1.3,0.7,2.1,2.2
35,Devin Vassell,SAS,49,30.6,15.9,6.1,13.9,0.435,2.2,6.4,0.348,1.5,1.9,0.785,0.6,3.2,3.8,2.9,1.3,0.5,1.4,1.6
36,Jaylen Brown,BOS,55,35.4,23.0,8.6,18.6,0.46,1.9,5.9,0.316,4.1,5.3,0.759,1.5,4.6,6.1,4.7,1.3,0.3,2.7,2.6
37,"B.J. Boston, Jr.",NOP,42,23.6,10.7,4.0,9.1,0.436,1.2,3.3,0.35,1.6,2.0,0.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7
38,"Scotty Pippen, Jr.",MEM,65,20.2,9.1,3.4,7.1,0.471,1.0,2.6,0.36,1.5,2.1,0.706,0.8,2.4,3.2,4.2,1.3,0.4,1.7,2.5
39,Anthony Davis,DAL,43,34.2,25.7,9.5,18.0,0.528,0.7,2.2,0.313,6.0,7.6,0.786,2.9,9.1,12.0,3.4,1.3,2.2,2.2,1.9
40,"Jaren Jackson, Jr.",MEM,59,29.4,22.7,8.2,16.5,0.497,1.9,5.2,0.365,4.5,5.8,0.772,1.3,4.5,5.8,2.1,1.3,1.6,2.2,3.4
41,Donte DiVincenzo,MIN,48,26.5,11.6,3.9,9.5,0.413,2.8,7.1,0.394,0.9,1.2,0.786,0.5,3.3,3.8,3.7,1.2,0.2,1.6,1.7
42,Damian Lillard,MIL,54,36.2,25.3,7.8,17.3,0.451,3.4,9.1,0.377,6.2,6.8,0.921,0.5,4.1,4.7,7.1,1.2,0.2,2.9,1.7
43,Ty Jerome,CLE,60,19.6,11.9,4.3,8.5,0.504,1.5,3.5,0.438,1.9,2.1,0.902,0.7,1.9,2.6,3.3,1.2,0.0,1.3,1.5
44,Jakob Poeltl,TOR,51,29.9,14.1,6.2,10.0,0.614,0.0,0.0,0.0,1.8,2.6,0.681,3.3,6.3,9.6,2.8,1.2,1.2,1.9,3.2
45,Mike Conley,MIN,57,24.7,8.3,2.6,6.7,0.392,1.8,4.5,0.405,1.2,1.3,0.92,0.5,2.1,2.6,4.5,1.2,0.2,1.1,1.6
46,Desmond Bane,MEM,54,31.6,18.7,6.9,14.3,0.486,2.2,5.7,0.377,2.6,3.0,0.882,0.9,5.3,6.2,5.5,1.2,0.5,2.5,2.4
47,P.J. Washington,DAL,47,32.2,14.0,5.0,11.6,0.432,1.6,4.2,0.374,2.4,3.2,0.74,1.6,6.5,8.1,2.3,1.2,1.1,1.9,2.4
48,Darius Garland,CLE,61,30.4,21.0,7.5,15.7,0.477,2.9,7.1,0.411,3.1,3.6,0.881,0.6,2.0,2.6,6.7,1.2,0.2,2.4,2.0
49,T.J. McConnell,IND,61,17.9,9.5,4.2,8.1,0.523,0.2,0.7,0.31,0.8,1.0,0.746,0.5,1.9,2.4,4.5,1.2,0.3,1.4,1.0
50,Alperen Sengun,HOU,62,31.5,19.2,7.5,15.0,0.502,0.3,1.3,0.247,3.9,5.6,0.693,3.3,7.0,10.3,4.9,1.1,0.8,2.6,2.9
51,Anthony Edwards,MIN,64,36.4,27.2,9.0,20.4,0.442,4.1,10.1,0.406,5.1,6.1,0.835,0.8,5.2,6.0,4.6,1.1,0.6,3.3,1.8
52,Trae Young,ATL,61,36.2,24.0,7.3,18.2,0.403,2.8,8.6,0.322,6.6,7.5,0.873,0.5,2.7,3.1,11.5,1.1,0.2,4.8,2.0
53,Victor Wembanyama,SAS,46,33.2,24.3,8.9,18.6,0.476,3.1,8.8,0.352,3.4,4.1,0.836,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3
54,Grant Williams,CHA,16,29.9,10.4,3.4,7.7,0.439,1.7,4.6,0.365,1.9,2.3,0.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9
55,Trey Murphy III,NOP,50,35.6,21.7,7.4,16.2,0.455,3.1,8.5,0.362,3.9,4.4,0.883,0.9,4.2,5.1,3.7,1.1,0.8,2.0,2.1
56,Scoot Henderson,POR,59,26.8,13.0,4.4,10.3,0.432,1.6,4.3,0.369,2.5,3.3,0.772,0.7,2.3,3.0,5.1,1.1,0.2,2.6,2.8
57,Josh Green,CHA,59,28.6,7.2,2.6,6.1,0.419,1.4,3.6,0.384,0.7,1.1,0.661,0.9,1.8,2.7,1.6,1.1,0.2,1.0,2.5
58,Jayson Tatum,BOS,61,36.6,27.2,9.3,20.3,0.456,3.6,10.2,0.354,5.1,6.3,0.807,0.7,8.1,8.8,5.9,1.1,0.5,2.9,2.2
59,Luguentz Dort,OKC,61,29.2,9.9,3.5,8.4,0.424,2.3,5.8,0.398,0.5,0.7,0.75,1.4,2.8,4.1,1.6,1.1,0.6,0.7,3.0
60,Derrick Jones,LAC,61,24.8,10.4,4.2,7.9,0.526,1.0,2.8,0.368,1.0,1.5,0.703,1.3,2.2,3.5,0.8,1.1,0.4,0.9,2.0
61,Cody Martin,CHA,39,24.8,7.8,3.0,6.9,0.433,1.0,3.2,0.323,0.9,1.3,0.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8
62,Christian Braun,DEN,65,33.4,15.2,5.9,10.4,0.565,1.1,2.8,0.383,2.3,2.8,0.824,1.2,3.8,5.1,2.3,1.1,0.5,0.9,2.2
63,Austin Reaves,LAL,56,34.4,18.8,5.9,13.6,0.437,2.5,7.0,0.36,4.4,5.0,0.868,0.9,3.4,4.3,5.9,1.1,0.3,2.4,2.0
64,Josh Giddey,CHI,60,29.7,13.8,5.1,11.0,0.462,1.5,4.0,0.376,2.2,2.8,0.789,1.7,6.0,7.7,6.7,1.1,0.6,2.8,1.7
65,Naji Marshall,DAL,54,26.2,12.4,4.8,9.7,0.497,0.9,3.3,0.279,1.8,2.1,0.848,1.1,3.5,4.6,2.8,1.1,0.1,1.6,1.5
66,Brandon Miller,CHA,27,34.2,21.0,7.3,18.2,0.403,3.9,10.9,0.355,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7
67,Stephen Curry,GOS,56,32.2,24.5,8.1,18.0,0.448,4.5,11.3,0.398,3.9,4.2,0.936,0.6,3.8,4.4,6.1,1.1,0.4,2.9,1.3
68,Brandin Podziemski,GOS,50,25.4,10.1,3.8,8.9,0.427,1.4,4.3,0.319,1.1,1.5,0.757,1.0,3.8,4.9,3.4,1.1,0.2,1.1,1.5
69,Anthony Black,ORL,62,23.9,9.0,3.1,7.5,0.412,0.7,2.3,0.299,2.0,2.7,0.746,0.6,2.1,2.7,3.1,1.0,0.5,1.8,2.2
70,Keon Johnson,BRK,63,23.9,9.9,3.6,9.6,0.374,1.4,4.9,0.294,1.3,1.7,0.774,0.8,2.8,3.7,2.0,1.0,0.4,1.3,2.5
71,Devin Booker,PHX,60,37.5,25.9,8.6,18.8,0.457,2.7,7.7,0.346,6.0,6.8,0.889,1.0,3.1,4.1,6.8,1.0,0.2,2.8,2.7
72,Cade Cunningham,DET,61,35.2,25.7,9.5,20.5,0.464,2.2,6.2,0.359,4.4,5.1,0.856,0.8,5.3,6.1,9.3,1.0,0.7,4.5,2.8
73,Jrue Holiday,BOS,50,30.3,10.7,4.0,9.0,0.438,1.7,5.0,0.337,1.1,1.2,0.9,1.2,3.1,4.3,3.6,1.0,0.4,1.3,1.6
74,Javonte Green,CLE,54,20.9,5.7,2.0,4.4,0.458,0.8,2.1,0.368,0.9,1.3,0.739,0.9,2.6,3.5,0.9,1.0,0.6,0.5,1.5
75,Karl-Anthony Towns,NYK,58,35.1,24.2,8.7,16.6,0.524,2.1,4.9,0.422,4.7,5.7,0.833,3.0,10.1,13.2,3.1,1.0,0.7,2.6,3.5
76,"Kevin Porter, Jr.",MIL,58,18.8,9.2,3.7,8.4,0.439,0.6,2.1,0.26,1.2,1.8,0.692,0.6,2.8,3.4,3.2,1.0,0.2,1.9,1.5
77,Royce O'Neale,PHX,60,25.4,9.4,3.3,7.7,0.431,2.4,5.8,0.415,0.3,0.4,0.731,0.8,4.0,4.8,2.2,1.0,0.5,0.9,2.0
78,Coby White,CHI,58,32.9,19.1,6.5,14.9,0.436,3.0,8.3,0.363,3.1,3.5,0.9,0.3,3.1,3.5,4.5,1.0,0.2,2.3,2.2
79,Malik Monk,SAC,53,32.4,17.7,6.5,14.8,0.44,2.2,6.8,0.325,2.4,2.8,0.872,0.4,3.4,3.8,5.8,1.0,0.6,2.3,2.6
80,"Jaime Jaquez, Jr.",MIA,53,21.4,8.6,3.1,7.0,0.446,0.5,1.8,0.299,1.8,2.3,0.766,1.2,3.3,4.4,2.5,1.0,0.2,1.5,1.4
81,Jarrett Allen,CLE,65,28.6,13.6,5.5,7.9,0.7,0.0,0.0,0.0,2.5,3.3,0.755,2.7,7.6,10.3,1.9,1.0,1.0,1.2,1.5
82,"Gary Trent, Jr.",MIL,57,24.9,10.5,3.7,8.4,0.437,2.3,5.4,0.417,0.8,1.0,0.842,0.3,2.1,2.4,1.1,1.0,0.1,0.6,1.8
83,Miles McBride,NYK,55,24.3,9.2,3.3,8.1,0.411,1.7,4.7,0.371,0.9,1.1,0.817,0.7,1.7,2.5,2.7,1.0,0.3,0.7,1.5
84,Ziaire Williams,BRK,51,24.3,9.9,3.3,8.3,0.403,1.5,4.6,0.329,1.7,2.1,0.829,1.1,3.7,4.8,1.4,1.0,0.4,1.0,2.5
85,D'Angelo Russell,BRK,50,25.6,13.0,4.4,11.0,0.404,2.0,6.1,0.327,2.1,2.5,0.848,0.3,2.4,2.8,5.1,1.0,0.4,1.9,1.9
86,Malik Beasley,DET,66,27.4,16.5,5.7,13.0,0.441,3.9,9.3,0.42,1.1,1.6,0.654,0.6,2.2,2.8,1.7,1.0,0.1,1.0,1.5
87,Dennis Schroder,DET,60,27.8,13.4,4.7,11.4,0.415,1.9,5.3,0.351,2.1,2.5,0.833,0.3,2.3,2.6,5.3,1.0,0.2,2.1,2.5
88,Kevin Huerter,CHI,54,22.0,8.5,3.1,7.9,0.398,1.7,5.3,0.317,0.5,0.8,0.707,0.5,2.3,2.8,1.8,1.0,0.3,0.9,1.7
89,Jalen Brunson,NYK,61,35.4,26.3,9.1,18.7,0.49,2.3,6.0,0.384,5.7,7.0,0.825,0.4,2.6,3.0,7.4,1.0,0.1,2.5,2.2
90,DeMar DeRozan,SAC,59,35.9,22.1,8.1,16.7,0.484,1.1,3.1,0.348,4.9,5.6,0.878,0.6,3.4,4.0,4.1,0.9,0.4,1.4,1.9
91,Kyshawn George,WAS,58,27.0,8.5,2.9,7.9,0.362,1.7,5.3,0.316,1.0,1.3,0.769,0.7,3.4,4.2,2.4,0.9,0.8,1.5,3.0
92,Cameron Johnson,BRK,49,31.7,18.9,6.2,13.1,0.476,2.9,7.3,0.401,3.5,3.9,0.881,0.9,3.3,4.2,3.1,0.9,0.4,1.7,1.9
93,Mikal Bridges,NYK,65,37.9,17.5,7.2,14.6,0.495,2.1,6.0,0.35,0.9,1.2,0.763,0.9,2.3,3.2,3.5,0.9,0.6,1.5,1.5
94,Derrick White,BOS,63,33.8,16.7,5.7,12.7,0.446,3.5,9.0,0.391,1.8,2.1,0.852,0.9,3.5,4.3,4.4,0.9,1.1,1.6,1.9
95,Stephon Castle,SAS,63,25.5,13.4,4.9,11.4,0.425,1.1,4.0,0.283,2.6,3.7,0.713,1.0,2.2,3.2,3.5,0.9,0.2,1.9,2.0
96,Dorian Finney-Smith,LAL,47,28.3,8.3,3.0,6.7,0.443,1.8,4.7,0.393,0.5,0.7,0.667,1.4,2.6,4.0,1.3,0.9,0.3,0.9,2.2
97,Ayo Dosunmu,CHI,46,30.3,12.3,4.8,9.8,0.492,1.3,4.1,0.328,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3
98,Deni Avdija,POR,61,29.0,15.3,5.0,10.8,0.466,1.5,4.3,0.347,3.7,4.9,0.768,1.3,5.4,6.7,3.6,0.9,0.5,2.6,2.4
99,Jaden Ivey,DET,30,29.9,17.6,6.3,13.8,0.46,2.1,5.1,0.409,2.8,3.9,0.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2
100,Tobias Harris,DET,62,32.1,13.9,5.3,11.3,0.474,1.2,3.7,0.338,2.0,2.3,0.872,0.9,5.2,6.1,2.2,0.9,0.8,1.1,1.9
101,Jake LaRavia,SAC,59,20.3,6.7,2.3,5.0,0.466,0.8,2.0,0.417,1.2,1.8,0.673,1.5,2.7,4.1,2.5,0.9,0.4,1.4,1.9
102,Haywood Highsmith,MIA,58,24.3,6.5,2.4,5.1,0.473,1.2,3.0,0.394,0.5,0.6,0.75,0.8,2.3,3.2,1.4,0.9,0.6,0.7,2.2
103,Zach LaVine,SAC,57,34.8,23.8,8.6,16.8,0.512,3.2,7.3,0.437,3.4,4.2,0.823,0.3,4.4,4.6,4.3,0.9,0.2,2.8,1.4
104,Nicolas Claxton,BRK,57,27.1,10.1,4.4,8.1,0.548,0.0,0.3,0.063,1.2,2.2,0.531,2.2,5.1,7.3,2.2,0.9,1.5,1.2,2.1
105,Pascal Siakam,IND,64,32.9,20.8,8.0,15.2,0.524,1.7,4.3,0.401,3.1,4.1,0.747,1.7,5.5,7.2,3.3,0.9,0.5,1.3,2.5
106,Jonathan Kuminga,GOS,32,26.0,16.8,6.1,13.2,0.459,1.3,3.6,0.345,3.4,5.3,0.639,1.4,3.6,5.0,2.2,0.9,0.6,1.6,1.9
107,Andrew Wiggins,MIA,52,30.9,17.8,6.1,13.9,0.44,2.1,5.8,0.366,3.4,4.4,0.775,1.6,3.0,4.6,2.5,0.9,0.8,1.5,1.7
108,LeBron James,LAL,58,34.9,25.0,9.6,18.5,0.517,2.3,5.9,0.384,3.6,4.7,0.77,1.0,7.2,8.2,8.5,0.9,0.6,3.9,1.5
109,Gradey Dick,TOR,54,29.4,14.4,4.9,12.0,0.41,2.1,6.0,0.35,2.5,2.9,0.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2
110,Grayson Allen,PHX,53,24.8,10.7,3.4,7.6,0.45,2.4,5.6,0.434,1.5,1.8,0.811,0.5,2.6,3.1,2.2,0.9,0.4,1.1,1.5
111,Caris LeVert,ATL,51,25.0,11.9,4.3,9.0,0.474,1.7,4.4,0.392,1.6,2.3,0.713,0.6,2.5,3.1,3.4,0.9,0.5,1.2,1.5
112,Buddy Hield,GOS,65,23.3,11.5,4.2,10.0,0.416,2.5,6.9,0.367,0.6,0.8,0.8,0.6,2.6,3.2,1.7,0.9,0.3,1.2,1.7
113,Jerami Grant,POR,47,32.4,14.4,4.6,12.2,0.373,2.3,6.3,0.365,3.0,3.5,0.849,0.6,2.9,3.5,2.1,0.9,1.0,1.4,2.3
114,Quentin Grimes,PHL,62,25.2,12.4,4.5,9.4,0.478,1.9,4.9,0.391,1.6,2.1,0.76,0.8,3.4,4.1,2.5,0.9,0.3,1.5,1.8
115,Jalen Green,HOU,66,33.2,21.1,7.5,17.5,0.425,2.9,8.2,0.356,3.3,4.0,0.832,0.5,3.9,4.5,3.3,0.9,0.3,2.6,1.6
116,Isaiah Collier,UTA,58,24.8,7.6,2.9,7.2,0.41,0.5,2.3,0.237,1.2,1.8,0.648,0.4,2.7,3.1,6.2,0.9,0.2,3.0,2.2
117,Tyus Jones,PHX,65,28.2,10.3,3.8,8.5,0.443,2.0,4.9,0.413,0.7,0.8,0.885,0.5,2.0,2.4,5.8,0.9,0.1,1.3,0.9
118,Nikola Vucevic,CHI,57,32.0,19.0,7.8,14.5,0.534,1.8,4.5,0.389,1.7,2.1,0.817,2.3,7.9,10.3,3.4,0.9,0.6,1.7,2.4
119,Anfernee Simons,POR,63,32.8,19.3,6.9,16.0,0.43,3.1,8.3,0.369,2.5,2.7,0.908,0.3,2.4,2.8,4.8,0.9,0.1,2.1,1.7
120,Kevin Durant,PHX,53,37.1,26.8,9.7,18.4,0.529,2.5,6.0,0.413,4.9,5.9,0.83,0.4,5.8,6.2,4.3,0.8,1.3,3.1,1.7
121,Onyeka Okongwu,ATL,59,26.5,12.6,5.0,8.8,0.571,0.5,1.6,0.299,2.0,2.8,0.732,3.1,5.4,8.4,2.2,0.8,0.9,1.1,2.5
122,Payton Pritchard,BOS,65,28.0,14.1,4.9,10.5,0.471,3.3,7.8,0.417,0.9,1.1,0.857,1.3,2.4,3.7,3.4,0.8,0.2,0.9,1.5
123,Spencer Dinwiddie,DAL,65,25.7,10.3,3.3,8.1,0.409,1.4,4.0,0.336,2.3,2.9,0.813,0.2,2.2,2.4,3.8,0.8,0.2,1.2,1.5
124,Evan Mobley,CLE,58,30.2,18.6,7.1,12.6,0.568,1.1,2.9,0.365,3.2,4.3,0.744,2.3,7.0,9.3,3.1,0.8,1.6,2.0,2.0
125,Myles Turner,IND,57,30.7,15.5,5.4,11.5,0.475,2.2,5.4,0.397,2.4,3.2,0.772,1.2,5.3,6.5,1.6,0.8,1.9,1.8,2.7
126,Tyler Herro,MIA,62,35.7,23.9,8.4,18.2,0.461,3.5,9.5,0.369,3.6,4.2,0.859,0.4,5.0,5.4,5.7,0.8,0.2,2.6,1.2
127,Ochai Agbaji,TOR,54,27.0,10.0,4.0,7.9,0.505,1.5,3.8,0.399,0.5,0.8,0.667,0.9,2.8,3.7,1.5,0.8,0.5,0.8,1.9
128,Nikola Jovic,MIA,46,25.1,10.7,3.7,8.2,0.456,1.7,4.6,0.371,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8
129,Max Christie,DAL,63,27.0,9.5,3.2,7.3,0.434,1.5,4.0,0.374,1.6,1.8,0.853,0.5,2.5,3.0,2.0,0.8,0.4,1.0,1.6
130,Taurean Prince,MIL,63,26.7,8.1,2.9,6.5,0.447,1.9,4.2,0.449,0.4,0.5,0.839,0.5,3.3,3.8,2.0,0.8,0.1,1.1,2.0
131,Jonathan Isaac,ORL,57,16.1,5.7,2.0,4.9,0.412,0.6,2.4,0.268,1.0,1.5,0.687,1.7,3.0,4.7,0.5,0.8,1.1,0.4,1.4
132,Brandon Clarke,MEM,60,19.1,8.2,3.7,6.0,0.613,0.0,0.3,0.059,0.9,1.3,0.696,2.0,3.2,5.2,1.0,0.8,0.6,0.6,2.4
133,R.J. Barrett,TOR,51,33.1,21.6,8.1,17.1,0.472,1.9,5.3,0.361,3.5,5.5,0.649,1.0,5.5,6.5,5.7,0.8,0.3,3.0,2.5
134,Rui Hachimura,LAL,50,32.1,13.3,5.1,10.0,0.506,1.7,4.1,0.41,1.5,2.0,0.765,1.5,3.8,5.2,1.5,0.8,0.5,0.9,1.8
135,Moe Wagner,ORL,30,18.8,12.9,4.7,8.3,0.562,0.9,2.5,0.36,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8
136,Julian Champagnie,SAS,64,23.2,9.5,3.3,7.9,0.416,2.0,5.7,0.357,0.9,1.0,0.906,0.8,3.0,3.8,1.3,0.8,0.4,0.9,1.3
137,Davion Mitchell,MIA,58,26.1,6.9,2.7,5.8,0.456,1.1,2.7,0.386,0.6,0.9,0.654,0.4,1.6,2.0,4.6,0.8,0.2,1.7,2.5
138,Santi Aldama,MEM,53,25.0,12.7,5.0,10.2,0.487,1.8,4.8,0.375,0.9,1.3,0.7,1.6,5.1,6.7,2.8,0.8,0.5,1.0,1.1
139,Dillon Brooks,HOU,62,32.2,13.9,5.0,12.0,0.42,2.5,6.2,0.393,1.4,1.7,0.81,1.1,2.7,3.9,1.7,0.8,0.2,1.0,3.4
140,Aaron Wiggins,OKC,66,22.5,11.4,4.5,9.1,0.492,1.7,4.2,0.389,0.8,1.0,0.828,1.1,2.7,3.8,1.6,0.8,0.3,0.9,1.3
141,Keegan Murray,SAC,61,34.6,12.3,4.8,10.8,0.444,1.9,5.7,0.336,0.9,1.1,0.831,2.0,4.7,6.8,1.4,0.8,0.9,0.8,2.6
142,Miles Bridges,CHA,51,32.5,21.4,7.7,17.5,0.442,2.4,7.1,0.332,3.6,4.1,0.872,1.1,6.7,7.9,3.8,0.8,0.7,2.1,1.6
143,Guerschon Yabusele,PHL,60,26.5,10.5,3.8,7.7,0.501,1.5,3.8,0.388,1.4,1.8,0.743,1.9,3.5,5.4,2.0,0.8,0.4,1.3,2.4
144,Jarace Walker,IND,59,15.3,5.5,2.0,4.4,0.456,0.8,2.2,0.364,0.7,1.0,0.639,0.4,2.5,2.9,1.4,0.8,0.4,1.0,1.5
145,Jonathan Mogbo,TOR,49,17.9,5.3,2.1,4.6,0.451,0.3,1.0,0.298,0.9,1.3,0.703,1.6,2.6,4.1,1.6,0.8,0.5,0.9,2.1
146,Deandre Ayton,POR,40,30.1,14.4,6.6,11.7,0.566,0.2,0.8,0.188,1.0,1.5,0.667,3.1,7.1,10.2,1.6,0.8,1.0,1.7,2.2
147,"Wendell Carter, Jr.",ORL,53,25.6,8.9,3.2,7.0,0.456,0.5,2.2,0.214,2.0,2.8,0.735,2.1,5.3,7.5,2.2,0.8,0.5,1.1,2.9
148,Peyton Watson,DEN,53,23.5,7.9,2.8,6.0,0.472,0.7,2.0,0.364,1.4,1.9,0.738,0.7,2.5,3.3,1.4,0.8,1.2,0.9,1.8
