#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
34,Miles Bridges,CHA,5,35.4,31.8,10.8,20.8,0.519,3.6,8.4,0.429,6.6,7.6,0.868,1.0,7.6,8.6,5.0,1.0,1.6,1.8,1.6
35,Desmond Bane,MEM,5,33.8,19.2,7.8,17.6,0.443,2.0,6.0,0.333,1.6,2.0,0.8,1.0,7.6,8.6,5.8,1.2,0.8,2.0,3.2
36,Daniel Gafford,DAL,5,27.1,9.0,3.6,5.6,0.643,0.0,0.0,0.0,1.8,3.0,0.6,3.0,5.6,8.6,2.2,0.2,3.0,1.4,2.4
37,Jalen Johnson,ATL,5,30.8,12.8,5.2,12.2,0.426,0.2,2.2,0.091,2.2,3.0,0.733,1.2,7.4,8.6,2.6,1.6,0.6,2.4,1.0
38,Andre Drummond,PHL,5,21.6,9.6,4.0,9.2,0.435,0.4,1.4,0.286,1.2,1.6,0.75,3.4,5.2,8.6,1.4,0.6,0.8,0.4,2.4
39,Colin Castleton,TOR,5,27.8,7.0,3.0,5.4,0.556,0.2,0.4,0.5,0.8,1.0,0.8,3.0,5.6,8.6,2.4,0.4,1.0,1.8,3.4
40,Robert Williams,POR,5,20.3,5.4,2.6,5.0,0.52,0.0,0.0,0.0,0.2,0.4,0.5,2.4,6.2,8.6,0.8,0.6,1.8,0.8,2.2
41,Jayson Tatum,BOS,5,38.7,30.4,10.0,22.0,0.455,4.2,11.8,0.356,6.2,6.8,0.912,0.8,7.6,8.4,6.0,1.2,0.2,4.4,2.8
42,Richaun Holmes,WAS,5,20.4,10.4,4.2,7.2,0.583,0.0,0.0,0.0,2.0,2.4,0.833,2.8,5.6,8.4,2.4,0.8,0.4,0.6,1.4
43,Alex Sarr,WAS,5,28.1,14.8,5.4,13.6,0.397,1.6,4.6,0.348,2.4,3.8,0.632,2.6,5.8,8.4,2.8,0.2,2.2,2.4,2.2
44,Chet Holmgren,OKC,5,26.7,12.6,4.8,10.8,0.444,0.8,4.0,0.2,2.2,3.4,0.647,1.8,6.6,8.4,2.0,0.4,2.0,1.4,2.6
45,Paolo Banchero,ORL,5,36.5,30.2,10.8,21.6,0.5,2.4,6.6,0.364,6.2,7.6,0.816,1.2,7.0,8.2,3.0,1.2,0.4,1.6,2.2
46,Joel Embiid,PHL,5,31.2,21.2,5.8,14.6,0.397,1.2,4.8,0.25,8.4,9.6,0.875,2.0,6.2,8.2,5.0,0.4,1.0,3.2,2.2
47,Nick Richards,PHX,5,22.9,12.4,5.6,7.8,0.718,0.0,0.0,0.0,1.2,1.4,0.857,2.0,6.2,8.2,0.8,0.0,0.6,1.2,2.8
48,Dereck Lively II,DAL,5,23.5,12.0,5.4,7.6,0.711,0.0,0.0,0.0,1.2,1.4,0.857,3.4,4.6,8.0,2.6,0.0,1.8,1.2,3.2
49,Steven Adams,HOU,5,17.4,4.8,2.0,3.4,0.588,0.0,0.0,0.0,0.8,1.8,0.444,4.2,3.8,8.0,2.2,0.6,0.4,1.2,1.2
50,Zach Edey,MEM,5,19.0,6.8,3.2,7.4,0.432,0.0,0.0,0.0,0.4,0.6,0.667,5.0,3.0,8.0,0.6,0.4,1.0,0.6,2.2
51,Naji Marshall,DAL,5,37.7,24.4,9.2,18.2,0.505,1.4,5.2,0.269,4.6,5.2,0.885,1.6,6.2,7.8,4.2,1.6,0.2,2.6,1.2
52,Nicolas Claxton,BRK,5,30.6,11.0,5.2,8.0,0.65,0.0,0.2,0.0,0.6,1.2,0.5,2.2,5.6,7.8,4.4,0.6,1.4,0.8,3.4
53,John Collins,UTA,5,32.4,24.4,9.6,18.0,0.533,1.8,6.4,0.281,3.4,5.0,0.68,2.2,5.6,7.8,1.0,0.8,0.4,1.8,2.4
54,Neemias Queta,BOS,5,18.4,6.0,2.8,5.2,0.538,0.0,0.2,0.0,0.4,0.4,1.0,2.8,5.0,7.8,1.2,0.0,1.0,1.6,2.4
55,Julius Randle,MIN,5,31.1,19.8,6.6,13.2,0.5,1.6,4.4,0.364,5.0,6.0,0.833,2.8,4.8,7.6,7.2,0.4,0.2,2.8,2.6
56,Oscar Tshiebwe,UTA,5,13.2,6.6,2.8,4.4,0.636,0.0,0.0,0.0,1.0,1.2,0.833,2.4,5.2,7.6,0.6,0.4,0.0,0.2,1.0
57,Adem Bona,PHL,5,24.5,12.2,5.0,7.6,0.658,0.0,0.0,0.0,2.2,2.6,0.846,3.6,3.8,7.4,0.8,1.0,2.0,1.2,2.0
58,Pascal Siakam,IND,5,31.5,24.6,9.6,16.8,0.571,1.8,5.0,0.36,3.6,4.6,0.783,1.6,5.6,7.2,3.8,1.0,0.6,2.0,2.0
59,Jaden McDaniels,MIN,5,33.2,17.0,7.4,12.8,0.578,2.0,4.6,0.435,0.2,0.4,0.5,2.0,5.2,7.2,3.6,1.6,0.6,0.8,2.4
60,Kyle Filipowski,UTA,5,24.6,15.0,5.2,10.4,0.5,1.8,4.4,0.409,2.8,3.8,0.737,2.4,4.8,7.2,2.4,1.4,0.4,1.2,3.0
61,"Michael Porter, Jr.",DEN,5,36.3,16.0,6.4,13.0,0.492,1.6,5.2,0.308,1.6,2.2,0.727,1.2,6.0,7.2,1.8,0.4,0.4,1.0,3.0
62,Jalen Smith,CHI,5,18.1,7.4,2.8,7.2,0.389,1.0,4.2,0.238,0.8,1.2,0.667,1.6,5.6,7.2,1.4,0.6,1.0,0.6,2.4
63,Mason Plumlee,PHX,5,20.4,9.4,3.8,4.8,0.792,0.0,0.0,0.0,1.8,3.0,0.6,2.0,5.0,7.0,0.6,0.6,0.2,0.8,2.2
64,Clint Capela,ATL,5,16.9,7.4,3.4,7.0,0.486,0.0,0.0,0.0,0.6,1.2,0.5,3.2,3.8,7.0,0.8,1.0,1.0,0.2,1.8
65,Kel'el Ware,MIA,5,22.5,6.4,3.0,5.6,0.536,0.0,1.2,0.0,0.4,0.8,0.5,1.6,5.4,7.0,1.0,0.8,2.0,1.2,2.2
66,Kevin Durant,PHX,5,39.6,25.2,8.8,16.4,0.537,3.4,5.4,0.63,4.2,4.6,0.913,0.8,6.0,6.8,4.8,0.4,1.0,4.2,1.0
67,Zion Williamson,NOP,5,29.4,23.8,9.6,17.0,0.565,0.0,0.0,0.0,4.6,6.4,0.719,2.2,4.6,6.8,5.8,0.8,0.8,3.0,2.4
68,R.J. Barrett,TOR,5,28.9,19.4,6.8,15.2,0.447,2.2,5.2,0.423,3.6,6.2,0.581,1.2,5.6,6.8,6.0,0.6,0.4,3.2,2.0
69,Karlo Matkovic,NOP,5,23.3,10.6,4.4,7.2,0.611,0.6,1.6,0.375,1.2,1.8,0.667,2.2,4.6,6.8,1.4,0.6,1.4,0.8,3.2
70,Jericho Sims,MIL,5,16.1,4.4,2.2,2.4,0.917,0.0,0.0,0.0,0.0,0.0,0.0,1.8,5.0,6.8,0.8,0.4,1.0,0.6,1.2
71,Austin Reaves,LAL,5,36.3,21.2,6.6,16.4,0.402,2.8,7.2,0.389,5.2,5.6,0.929,1.0,5.6,6.6,5.6,1.0,0.2,2.6,2.4
72,Draymond Green,GOS,5,31.4,10.8,3.2,6.6,0.485,1.4,3.0,0.467,3.0,3.8,0.789,1.0,5.6,6.6,7.2,2.0,0.4,3.0,3.4
73,Brandon Clarke,MEM,5,21.5,10.6,4.2,7.0,0.6,0.0,0.0,0.0,2.2,2.8,0.786,2.0,4.6,6.6,1.2,1.2,1.0,0.6,2.8
74,Grant Williams,CHA,5,34.1,11.4,3.6,8.2,0.439,1.4,3.8,0.368,2.8,3.0,0.933,1.6,5.0,6.6,2.4,0.6,1.2,1.4,2.4
75,Naz Reid,MIN,5,29.9,12.8,5.0,11.2,0.446,2.6,6.6,0.394,0.2,0.8,0.25,0.6,6.0,6.6,2.8,0.4,1.4,1.8,3.2
76,James Harden,LAC,5,38.9,26.0,7.4,17.6,0.42,3.8,10.0,0.38,7.4,9.0,0.822,0.8,5.6,6.4,10.6,1.2,0.8,4.8,1.4
77,Dejounte Murray,NOP,5,30.8,20.8,6.8,16.0,0.425,1.2,4.6,0.261,6.0,7.0,0.857,0.6,5.8,6.4,6.4,1.0,0.2,2.6,1.6
78,Jalen Green,HOU,5,32.4,18.0,6.2,15.6,0.397,2.8,7.4,0.378,2.8,3.2,0.875,0.4,6.0,6.4,5.6,1.2,0.6,2.0,0.6
79,Jakob Poeltl,TOR,5,22.7,14.6,6.0,8.8,0.682,0.0,0.0,0.0,2.6,2.8,0.929,2.4,4.0,6.4,3.0,1.8,0.8,2.0,3.0
