#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
36,Jarrett Allen,CLE,66,28.6,13.6,5.5,7.9,0.702,0.0,0.0,0.0,2.5,3.4,0.746,2.7,7.5,10.2,2.0,1.0,1.0,1.2,1.5
37,Luke Kornet,BOS,59,17.9,5.2,2.2,3.2,0.665,0.0,0.0,0.0,0.9,1.3,0.714,2.4,2.6,5.0,1.6,0.5,1.0,0.4,1.6
38,Clint Capela,ATL,55,21.4,8.9,4.0,7.1,0.559,0.0,0.0,0.0,0.9,1.8,0.536,3.2,5.4,8.5,1.1,0.6,1.0,0.9,1.9
39,Onyeka Okongwu,ATL,60,26.6,12.7,5.1,8.8,0.572,0.5,1.6,0.296,2.1,2.8,0.741,3.1,5.4,8.4,2.2,0.9,1.0,1.1,2.4
40,Jalen Suggs,ORL,35,28.6,16.2,5.6,13.7,0.41,2.2,6.9,0.314,2.8,3.1,0.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8
41,Al Horford,BOS,52,27.4,8.5,3.1,7.3,0.419,1.8,5.0,0.363,0.5,0.6,0.9,1.2,4.7,5.9,2.0,0.6,0.9,0.8,1.4
42,Adem Bona,PHL,47,12.4,4.0,1.5,2.2,0.683,0.0,0.0,0.0,1.0,1.4,0.682,1.3,2.0,3.3,0.3,0.3,0.9,0.7,1.9
43,James Huff,MEM,53,11.9,7.0,2.5,4.8,0.514,1.3,3.2,0.415,0.7,0.9,0.771,0.5,1.6,2.1,0.6,0.2,0.9,0.5,1.3
44,OG Anunoby,NYK,59,36.7,16.6,6.2,13.2,0.468,2.2,6.1,0.365,2.1,2.6,0.794,1.4,3.4,4.8,2.2,1.4,0.9,1.4,2.3
45,Keegan Murray,SAC,63,34.6,12.3,4.7,10.8,0.44,1.9,5.8,0.332,0.9,1.0,0.831,2.0,4.7,6.7,1.4,0.8,0.9,0.8,2.5
46,Jaden McDaniels,MIN,68,32.5,12.6,5.0,10.3,0.481,1.3,3.9,0.338,1.3,1.6,0.827,1.6,4.3,6.0,2.0,1.5,0.9,1.1,2.9
47,Matas Buzelis,CHI,64,16.9,7.2,2.7,6.2,0.433,0.9,2.9,0.321,0.9,1.1,0.845,0.7,2.4,3.1,0.8,0.3,0.8,0.8,1.7
48,Andrew Wiggins,MIA,53,31.0,17.9,6.2,14.1,0.44,2.2,5.9,0.367,3.4,4.4,0.771,1.5,3.1,4.6,2.5,1.0,0.8,1.6,1.7
49,Kyshawn George,WAS,59,27.1,8.5,2.9,7.9,0.362,1.7,5.3,0.319,1.0,1.3,0.769,0.7,3.4,4.2,2.4,1.0,0.8,1.5,3.1
50,Grant Williams,CHA,16,29.9,10.4,3.4,7.7,0.439,1.7,4.6,0.365,1.9,2.3,0.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9
51,Keon Ellis,SAC,64,23.1,8.2,2.8,5.8,0.484,1.7,3.9,0.429,0.9,1.1,0.855,0.8,1.8,2.5,1.3,1.4,0.8,0.8,2.0
52,Alperen Sengun,HOU,63,31.4,19.2,7.5,15.0,0.501,0.3,1.3,0.244,3.8,5.5,0.693,3.4,7.0,10.4,4.9,1.1,0.8,2.6,2.9
53,Tobias Harris,DET,63,32.2,13.9,5.3,11.3,0.473,1.3,3.7,0.341,2.0,2.3,0.868,1.0,5.1,6.1,2.2,1.0,0.8,1.1,1.9
54,Cade Cunningham,DET,62,35.3,25.9,9.5,20.6,0.462,2.2,6.2,0.352,4.6,5.4,0.862,0.8,5.3,6.0,9.3,1.0,0.8,4.5,2.8
55,Miles Bridges,CHA,52,32.5,21.4,7.7,17.4,0.442,2.3,7.1,0.332,3.6,4.2,0.867,1.1,6.7,7.9,3.9,0.8,0.8,2.1,1.6
56,Trey Murphy III,NOP,51,35.6,21.6,7.3,16.1,0.454,3.0,8.4,0.361,4.0,4.5,0.886,0.9,4.2,5.1,3.6,1.1,0.7,2.0,2.1
57,Karl-Anthony Towns,NYK,58,35.1,24.2,8.7,16.6,0.524,2.1,4.9,0.422,4.7,5.7,0.833,3.0,10.1,13.2,3.1,1.0,0.7,2.6,3.5
58,Brandon Miller,CHA,27,34.2,21.0,7.3,18.2,0.403,3.9,10.9,0.355,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7
59,Jalen Smith,CHI,56,15.3,8.3,3.0,6.4,0.466,1.2,3.6,0.34,1.2,1.4,0.823,1.4,4.2,5.6,1.0,0.3,0.7,0.6,1.6
60,Dyson Daniels,ATL,62,33.9,13.9,5.9,12.2,0.478,1.1,3.1,0.342,1.2,1.9,0.605,1.6,4.0,5.6,4.2,3.0,0.7,1.9,2.5
61,Jalen Williams,OKC,61,32.6,21.3,8.1,16.9,0.478,1.8,5.0,0.362,3.3,4.2,0.791,0.9,4.6,5.5,5.3,1.7,0.7,2.2,2.4
62,Drew Eubanks,LAC,49,13.7,5.1,2.1,3.6,0.592,0.1,0.1,0.5,0.8,1.3,0.651,1.0,2.9,4.0,1.0,0.2,0.7,0.7,1.1
63,Trayce Jackson-Davis,GOS,53,17.3,7.1,3.0,5.3,0.573,0.0,0.0,0.0,1.0,1.7,0.591,2.1,3.4,5.5,1.9,0.4,0.7,0.8,1.3
64,Bilal Coulibaly,WAS,59,33.0,12.3,4.5,10.6,0.421,1.1,3.8,0.281,2.3,3.1,0.746,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4
65,Neemias Queta,BOS,51,14.5,5.1,2.2,3.4,0.638,0.0,0.1,0.0,0.7,1.0,0.74,1.5,2.5,4.0,0.7,0.3,0.7,0.7,1.9
66,Nikola Jokic,DEN,61,36.5,29.0,11.0,19.2,0.576,1.9,4.5,0.422,5.0,6.2,0.803,2.9,10.0,12.8,10.3,1.8,0.7,3.3,2.3
67,Bam Adebayo,MIA,64,34.5,17.5,6.8,13.8,0.488,0.8,2.6,0.308,3.2,4.2,0.756,2.5,7.5,10.0,4.4,1.3,0.7,2.1,2.2
68,Cody Martin,CHA,39,24.8,7.8,3.0,6.9,0.433,1.0,3.2,0.323,0.9,1.3,0.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8
69,Justin Champagnie,WAS,46,18.9,7.7,2.9,5.8,0.496,1.1,2.8,0.38,0.8,1.1,0.725,1.6,3.2,4.8,0.9,0.9,0.7,0.8,1.8
70,Mason Plumlee,PHX,66,18.1,4.6,1.8,2.9,0.614,0.0,0.0,0.0,1.1,1.7,0.646,1.6,4.7,6.3,1.8,0.5,0.7,0.8,2.2
71,Toumani Camara,POR,65,32.7,10.6,3.9,8.7,0.453,1.5,4.2,0.364,1.2,1.6,0.745,2.3,3.6,5.9,2.2,1.5,0.6,1.5,3.1
72,James Harden,LAC,64,35.1,22.4,6.5,16.5,0.395,3.0,8.7,0.343,6.4,7.3,0.87,0.7,5.2,5.8,8.7,1.5,0.6,4.5,2.0
73,Nikola Vucevic,CHI,58,31.8,18.8,7.7,14.4,0.534,1.7,4.5,0.386,1.7,2.1,0.811,2.3,7.9,10.2,3.3,0.8,0.6,1.7,2.4
74,Josh Giddey,CHI,60,29.7,13.8,5.1,11.0,0.462,1.5,4.0,0.376,2.2,2.8,0.789,1.7,6.0,7.7,6.7,1.1,0.6,2.8,1.7
75,Jonas Valanciunas,SAC,65,20.0,11.0,4.5,8.3,0.544,0.1,0.5,0.25,1.9,2.2,0.867,2.5,5.7,8.3,2.2,0.5,0.6,1.6,2.2
76,Malik Monk,SAC,55,32.6,17.5,6.5,14.9,0.437,2.1,6.8,0.314,2.4,2.8,0.863,0.5,3.4,3.9,5.8,1.0,0.6,2.4,2.6
77,Moussa Diabate,CHA,57,18.1,5.3,2.2,3.7,0.587,0.0,0.0,0.0,0.9,1.5,0.575,2.9,3.6,6.5,0.9,0.7,0.6,0.9,1.6
78,Tyrese Haliburton,IND,61,33.9,18.4,6.4,13.8,0.466,3.0,7.8,0.387,2.5,2.9,0.86,0.6,2.9,3.5,9.0,1.5,0.6,1.7,1.3
79,LeBron James,LAL,58,34.9,25.0,9.6,18.5,0.517,2.3,5.9,0.384,3.6,4.7,0.77,1.0,7.2,8.2,8.5,0.9,0.6,3.9,1.5
80,Anthony Edwards,MIN,65,36.5,27.2,9.0,20.4,0.442,4.1,10.0,0.406,5.2,6.2,0.835,0.8,5.2,5.9,4.6,1.1,0.6,3.3,1.8
81,Thomas Bryant,IND,49,15.1,6.9,2.7,5.1,0.524,0.8,2.2,0.352,0.8,0.9,0.826,1.4,2.7,4.1,1.0,0.4,0.6,0.5,1.2
82,Patrick Williams,CHI,47,25.8,9.0,3.2,8.5,0.377,1.6,4.4,0.349,1.1,1.4,0.746,0.7,3.2,4.0,2.0,0.7,0.6,1.3,1.3
83,Brandon Clarke,MEM,61,19.1,8.3,3.7,6.0,0.615,0.0,0.3,0.059,1.0,1.4,0.69,2.0,3.2,5.2,1.0,0.8,0.6,0.6,2.4
84,Luguentz Dort,OKC,61,29.2,9.9,3.5,8.4,0.424,2.3,5.8,0.398,0.5,0.7,0.75,1.4,2.8,4.1,1.6,1.1,0.6,0.7,3.0
85,Mikal Bridges,NYK,65,37.9,17.5,7.2,14.6,0.495,2.1,6.0,0.35,0.9,1.2,0.763,0.9,2.3,3.2,3.5,0.9,0.6,1.5,1.5
86,Haywood Highsmith,MIA,59,24.0,6.4,2.4,5.1,0.47,1.2,3.0,0.392,0.5,0.6,0.75,0.8,2.3,3.1,1.4,0.9,0.6,0.7,2.2
87,Santi Aldama,MEM,53,25.0,12.7,5.0,10.2,0.487,1.8,4.8,0.375,0.9,1.3,0.7,1.6,5.1,6.7,2.8,0.8,0.5,1.0,1.1
88,Javonte Green,CLE,55,20.7,5.8,2.0,4.5,0.451,0.8,2.2,0.361,1.0,1.3,0.746,0.9,2.5,3.5,0.9,1.0,0.5,0.5,1.5
89,Cason Wallace,OKC,57,27.3,7.9,3.2,7.0,0.46,1.1,3.1,0.343,0.4,0.5,0.833,1.0,2.4,3.4,2.5,1.7,0.5,0.8,2.2
90,Bobby Portis,MIL,46,25.2,13.7,5.6,12.1,0.463,1.3,3.6,0.364,1.2,1.5,0.821,1.8,6.5,8.3,2.2,0.7,0.5,1.2,1.9
91,Ryan Dunn,PHX,59,17.2,5.9,2.4,5.6,0.427,0.9,3.0,0.299,0.2,0.5,0.483,0.9,2.2,3.1,0.8,0.4,0.5,0.4,2.1
92,Devin Vassell,SAS,50,30.7,16.0,6.1,14.0,0.438,2.3,6.5,0.35,1.5,1.9,0.787,0.6,3.2,3.8,2.9,1.3,0.5,1.4,1.6
93,Anthony Black,ORL,64,23.8,8.9,3.1,7.5,0.41,0.7,2.3,0.302,2.0,2.7,0.749,0.6,2.1,2.7,3.1,1.0,0.5,1.7,2.1
94,Christian Braun,DEN,66,33.5,15.3,5.9,10.4,0.57,1.1,2.8,0.387,2.3,2.8,0.826,1.2,3.8,5.1,2.4,1.1,0.5,0.9,2.2
95,Daniel Theis,NOP,38,16.3,4.3,1.6,3.4,0.473,0.2,1.0,0.243,0.8,1.0,0.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8
96,Caris LeVert,ATL,52,24.9,11.9,4.3,9.0,0.473,1.7,4.3,0.394,1.6,2.3,0.718,0.6,2.5,3.1,3.4,0.9,0.5,1.2,1.5
97,Ochai Agbaji,TOR,54,27.0,10.0,4.0,7.9,0.505,1.5,3.8,0.399,0.5,0.8,0.667,0.9,2.8,3.7,1.5,0.8,0.5,0.8,1.9
98,Jamal Murray,DEN,60,36.4,21.5,7.9,16.7,0.473,2.4,6.0,0.398,3.3,3.7,0.887,0.6,3.1,3.8,6.1,1.4,0.5,2.1,1.9
99,Jayson Tatum,BOS,62,36.6,27.3,9.3,20.4,0.455,3.6,10.3,0.355,5.1,6.3,0.81,0.7,8.1,8.8,5.8,1.1,0.5,3.0,2.2
100,Jonathan Mogbo,TOR,49,17.9,5.3,2.1,4.6,0.451,0.3,1.0,0.298,0.9,1.3,0.703,1.6,2.6,4.1,1.6,0.8,0.5,0.9,2.1
101,"Wendell Carter, Jr.",ORL,55,25.8,8.8,3.2,7.0,0.455,0.5,2.2,0.207,2.0,2.7,0.738,2.1,5.2,7.3,2.2,0.7,0.5,1.1,2.9
102,Russell Westbrook,DEN,60,27.8,13.0,5.0,10.7,0.465,1.3,3.7,0.341,1.8,2.9,0.64,1.5,3.6,5.0,6.0,1.4,0.5,3.1,2.5
103,"Kelly Oubre, Jr.",PHL,60,34.6,15.1,5.8,12.4,0.47,1.2,4.0,0.293,2.3,3.1,0.751,1.6,4.5,6.1,1.8,1.5,0.5,1.3,3.0
104,Zaccharie Risacher,ATL,60,24.6,11.7,4.4,10.0,0.441,1.5,4.3,0.346,1.4,2.0,0.714,1.2,2.5,3.7,1.2,0.8,0.5,1.3,1.9
105,Chris Boucher,TOR,50,17.2,10.0,3.6,7.4,0.492,1.4,3.9,0.363,1.4,1.7,0.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4
106,Zach Collins,CHI,48,15.1,6.5,2.3,4.7,0.5,0.5,1.7,0.317,1.3,1.4,0.882,1.5,2.8,4.3,1.7,0.5,0.5,0.8,2.1
107,Kyle Anderson,MIA,48,14.6,5.0,1.9,4.4,0.443,0.4,1.2,0.368,0.6,0.9,0.689,0.9,2.3,3.1,2.2,0.6,0.5,0.5,1.2
108,Maxi Kleber,DAL,34,18.7,3.0,1.1,2.8,0.385,0.4,1.4,0.265,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9
109,Deni Avdija,POR,61,29.0,15.3,5.0,10.8,0.466,1.5,4.3,0.347,3.7,4.9,0.768,1.3,5.4,6.7,3.6,0.9,0.5,2.6,2.4
110,Rui Hachimura,LAL,50,32.1,13.3,5.1,10.0,0.506,1.7,4.1,0.41,1.5,2.0,0.765,1.5,3.8,5.2,1.5,0.8,0.5,0.9,1.8
111,Pascal Siakam,IND,65,32.8,20.9,8.0,15.3,0.525,1.7,4.3,0.399,3.1,4.1,0.746,1.7,5.5,7.2,3.3,0.9,0.5,1.4,2.5
112,Nicolas Batum,LAC,65,18.1,3.9,1.3,3.2,0.41,1.1,2.6,0.407,0.2,0.3,0.833,0.6,2.2,2.8,1.2,0.7,0.5,0.4,1.4
113,C.J. McCollum,NOP,51,32.8,21.2,7.9,17.7,0.448,3.1,8.1,0.381,2.3,3.1,0.734,0.7,3.0,3.7,3.9,0.7,0.5,1.8,2.3
114,Kentavious Caldwell-Pope,ORL,64,30.2,8.6,3.1,7.3,0.426,1.3,4.3,0.314,1.1,1.3,0.866,0.4,1.7,2.1,1.7,1.3,0.5,0.8,1.9
115,Klay Thompson,DAL,60,27.6,14.3,5.1,12.5,0.411,3.1,7.8,0.397,1.0,1.1,0.905,0.7,2.9,3.6,2.2,0.8,0.5,1.3,1.2
116,Kevon Looney,GOS,60,15.7,4.9,2.1,4.1,0.508,0.0,0.1,0.0,0.8,1.4,0.573,2.7,3.9,6.6,1.7,0.7,0.5,0.6,2.2
117,Kyrie Irving,DAL,50,36.1,24.7,8.9,18.9,0.473,2.9,7.2,0.401,3.9,4.3,0.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0
118,Cameron Johnson,BRK,50,31.8,18.8,6.3,13.1,0.478,2.9,7.3,0.402,3.4,3.9,0.881,0.9,3.3,4.2,3.0,1.0,0.5,1.6,1.9
119,Royce O'Neale,PHX,61,25.4,9.4,3.3,7.6,0.433,2.4,5.8,0.419,0.3,0.4,0.731,0.8,4.0,4.8,2.2,1.0,0.5,0.9,2.0
120,Desmond Bane,MEM,55,31.5,18.6,6.9,14.3,0.482,2.2,5.8,0.373,2.6,2.9,0.877,1.0,5.2,6.2,5.5,1.2,0.5,2.5,2.5
121,Jordan Poole,WAS,55,30.9,21.0,6.8,16.2,0.421,3.5,9.4,0.374,3.8,4.3,0.879,0.5,2.8,3.3,4.7,1.4,0.5,3.2,3.2
122,Jrue Holiday,BOS,51,30.4,11.0,4.1,9.2,0.445,1.8,5.1,0.346,1.1,1.2,0.9,1.2,3.1,4.3,3.6,1.0,0.5,1.3,1.6
123,Cole Anthony,ORL,60,18.8,9.7,3.6,8.5,0.424,1.1,3.3,0.349,1.4,1.7,0.817,0.7,2.4,3.1,2.9,0.7,0.5,1.6,2.4
124,Dalano Banton,POR,52,15.1,8.0,2.8,6.8,0.415,1.1,3.0,0.361,1.3,1.8,0.71,0.4,1.5,1.9,2.1,0.6,0.4,1.2,0.8
125,"Michael Porter, Jr.",DEN,64,33.6,18.2,6.9,13.7,0.506,2.5,6.3,0.399,1.9,2.5,0.748,1.8,5.1,6.9,2.1,0.6,0.4,1.3,1.9
126,DeAndre Jordan,DEN,46,11.5,3.3,1.5,2.3,0.651,0.0,0.0,0.0,0.3,0.8,0.405,1.4,3.3,4.7,0.8,0.3,0.4,0.7,1.2
127,D'Angelo Russell,BRK,51,25.6,12.8,4.4,11.0,0.401,1.9,6.1,0.32,2.1,2.5,0.848,0.3,2.5,2.8,5.1,1.0,0.4,1.9,2.0
128,Ziaire Williams,BRK,52,24.4,9.9,3.4,8.3,0.408,1.5,4.6,0.331,1.7,2.0,0.829,1.1,3.7,4.8,1.4,1.0,0.4,1.0,2.5
129,Max Christie,DAL,64,27.2,9.3,3.2,7.4,0.424,1.5,4.0,0.368,1.5,1.8,0.853,0.5,2.6,3.1,1.9,0.8,0.4,1.0,1.5
130,Stephen Curry,GOS,57,32.2,24.3,8.0,17.8,0.448,4.4,11.2,0.398,3.8,4.1,0.936,0.6,3.8,4.4,6.1,1.1,0.4,2.9,1.4
131,Fred VanVleet,HOU,48,35.1,14.1,4.9,12.8,0.384,2.6,7.6,0.342,1.8,2.1,0.824,0.6,3.3,3.9,5.7,1.7,0.4,1.5,2.4
132,Julian Champagnie,SAS,65,23.1,9.6,3.3,7.9,0.417,2.1,5.7,0.36,0.9,1.0,0.908,0.8,3.0,3.8,1.3,0.8,0.4,0.9,1.3
133,Jordan Hawkins,NOP,49,23.3,10.9,3.8,9.9,0.379,2.0,5.8,0.338,1.4,1.7,0.831,0.5,2.2,2.7,1.1,0.6,0.4,1.0,0.8
134,Keon Johnson,BRK,64,23.8,9.8,3.5,9.5,0.373,1.4,4.9,0.293,1.3,1.7,0.774,0.8,2.8,3.7,2.0,1.0,0.4,1.3,2.5
135,Tyrese Maxey,PHL,52,37.7,26.3,9.2,21.0,0.437,3.1,9.2,0.337,4.9,5.6,0.879,0.3,3.1,3.3,6.1,1.8,0.4,2.4,2.2
136,Domantas Sabonis,SAC,57,35.2,19.4,7.6,12.9,0.592,1.0,2.4,0.425,3.2,4.2,0.751,3.9,10.2,14.1,6.3,0.6,0.4,3.0,3.4
137,De'Aaron Fox,SAS,62,36.1,23.5,8.7,18.8,0.463,1.9,6.1,0.31,4.2,5.1,0.827,0.9,3.9,4.8,6.3,1.5,0.4,2.8,2.6
138,Moe Wagner,ORL,30,18.8,12.9,4.7,8.3,0.562,0.9,2.5,0.36,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8
139,Moses Moody,GOS,58,21.2,9.9,3.3,7.4,0.447,1.7,4.5,0.39,1.5,1.9,0.782,0.7,1.8,2.5,1.2,0.6,0.4,0.7,1.5
140,Ayo Dosunmu,CHI,46,30.3,12.3,4.8,9.8,0.492,1.3,4.1,0.328,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3
141,Franz Wagner,ORL,49,33.0,23.9,8.8,19.0,0.464,1.7,5.6,0.302,4.6,5.3,0.859,0.9,4.5,5.4,4.6,1.3,0.4,2.2,2.5
142,Kris Dunn,LAC,60,24.0,6.1,2.5,5.9,0.428,0.9,2.9,0.303,0.2,0.3,0.563,0.8,2.7,3.5,3.1,1.8,0.4,1.0,2.6
143,DeMar DeRozan,SAC,61,35.9,22.2,8.1,16.6,0.489,1.1,3.1,0.351,4.9,5.6,0.876,0.6,3.4,4.0,4.1,0.9,0.4,1.4,1.9
144,Bennedict Mathurin,IND,59,30.4,16.0,5.6,12.0,0.467,1.4,4.1,0.356,3.4,4.1,0.831,1.2,4.2,5.4,1.9,0.6,0.4,1.9,2.3
145,Derrick Jones,LAC,62,24.8,10.5,4.2,8.0,0.525,1.0,2.8,0.36,1.1,1.5,0.708,1.3,2.2,3.5,0.8,1.1,0.4,0.9,2.0
146,Trey Lyles,SAC,54,18.2,6.1,2.1,5.2,0.408,1.2,3.4,0.344,0.7,1.0,0.685,1.1,3.4,4.4,1.1,0.6,0.4,0.6,1.2
147,Nickeil Alexander-Walker,MIN,68,25.2,9.3,3.3,7.5,0.443,1.8,4.5,0.399,0.9,1.2,0.759,0.6,2.5,3.1,2.5,0.6,0.4,1.2,1.7
148,Jaden Ivey,DET,30,29.9,17.6,6.3,13.8,0.46,2.1,5.1,0.409,2.8,3.9,0.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2
